LOCATION,INDICATOR,SUBJECT,MEASURE,TIME,Value,Flag Codes
DNK,HUR,TOT,PC_LF,1991-Q3,8,
DNK,HUR,TOT,PC_LF,1991-Q4,8.166667,
DNK,HUR,TOT,PC_LF,1992-Q1,8.266666,
DNK,HUR,TOT,PC_LF,1992-Q2,8.366667,
DNK,HUR,TOT,PC_LF,1992-Q3,8.666667,
DNK,HUR,TOT,PC_LF,1992-Q4,9.133333,
DNK,HUR,TOT,PC_LF,1993-Q1,9.6,
DNK,HUR,TOT,PC_LF,1993-Q2,9.9,
DNK,HUR,TOT,PC_LF,1993-Q3,9.566667,
DNK,HUR,TOT,PC_LF,1993-Q4,9.066667,
DNK,HUR,TOT,PC_LF,1994-Q1,8.4,
DNK,HUR,TOT,PC_LF,1994-Q2,7.833333,
DNK,HUR,TOT,PC_LF,1994-Q3,7.5,
DNK,HUR,TOT,PC_LF,1994-Q4,7.2,
DNK,HUR,TOT,PC_LF,1995-Q1,6.9,
DNK,HUR,TOT,PC_LF,1995-Q2,6.8,
DNK,HUR,TOT,PC_LF,1995-Q3,6.7,
DNK,HUR,TOT,PC_LF,1995-Q4,6.633333,
DNK,HUR,TOT,PC_LF,1996-Q1,6.666667,
DNK,HUR,TOT,PC_LF,1996-Q2,6.533333,
DNK,HUR,TOT,PC_LF,1996-Q3,6.266667,
DNK,HUR,TOT,PC_LF,1996-Q4,5.8,
DNK,HUR,TOT,PC_LF,1997-Q1,5.466667,
DNK,HUR,TOT,PC_LF,1997-Q2,5.233333,
DNK,HUR,TOT,PC_LF,1997-Q3,5.166667,
DNK,HUR,TOT,PC_LF,1997-Q4,5.1,
DNK,HUR,TOT,PC_LF,1998-Q1,4.966667,
DNK,HUR,TOT,PC_LF,1998-Q2,4.866667,
DNK,HUR,TOT,PC_LF,1998-Q3,4.866667,
DNK,HUR,TOT,PC_LF,1998-Q4,4.833333,
DNK,HUR,TOT,PC_LF,1999-Q1,5,
DNK,HUR,TOT,PC_LF,1999-Q2,4.966667,
DNK,HUR,TOT,PC_LF,1999-Q3,5.166667,
DNK,HUR,TOT,PC_LF,1999-Q4,5.3,
DNK,HUR,TOT,PC_LF,2000-Q1,4.666667,
DNK,HUR,TOT,PC_LF,2000-Q2,4.433333,
DNK,HUR,TOT,PC_LF,2000-Q3,4.1,
DNK,HUR,TOT,PC_LF,2000-Q4,4.066667,
DNK,HUR,TOT,PC_LF,2001-Q1,4.366667,
DNK,HUR,TOT,PC_LF,2001-Q2,4.333333,
DNK,HUR,TOT,PC_LF,2001-Q3,4.633333,
DNK,HUR,TOT,PC_LF,2001-Q4,4.7,
DNK,HUR,TOT,PC_LF,2002-Q1,4.433333,
DNK,HUR,TOT,PC_LF,2002-Q2,4.4,
DNK,HUR,TOT,PC_LF,2002-Q3,4.933333,
DNK,HUR,TOT,PC_LF,2002-Q4,4.8,
DNK,HUR,TOT,PC_LF,2003-Q1,5,
DNK,HUR,TOT,PC_LF,2003-Q2,5.533333,
DNK,HUR,TOT,PC_LF,2003-Q3,5.433333,
DNK,HUR,TOT,PC_LF,2003-Q4,5.766667,
DNK,HUR,TOT,PC_LF,2004-Q1,5.666667,
DNK,HUR,TOT,PC_LF,2004-Q2,5.466667,
DNK,HUR,TOT,PC_LF,2004-Q3,5.6,
DNK,HUR,TOT,PC_LF,2004-Q4,5.333333,
DNK,HUR,TOT,PC_LF,2005-Q1,5.233333,
DNK,HUR,TOT,PC_LF,2005-Q2,5.066667,
DNK,HUR,TOT,PC_LF,2005-Q3,4.733333,
DNK,HUR,TOT,PC_LF,2005-Q4,4.166667,
DNK,HUR,TOT,PC_LF,2006-Q1,4.166667,
DNK,HUR,TOT,PC_LF,2006-Q2,4.1,
DNK,HUR,TOT,PC_LF,2006-Q3,3.7,
DNK,HUR,TOT,PC_LF,2006-Q4,3.633333,
DNK,HUR,TOT,PC_LF,2007-Q1,3.9,
DNK,HUR,TOT,PC_LF,2007-Q2,3.6,
DNK,HUR,TOT,PC_LF,2007-Q3,4.033333,
DNK,HUR,TOT,PC_LF,2007-Q4,3.566667,
DNK,HUR,TOT,PC_LF,2008-Q1,3.433333,
DNK,HUR,TOT,PC_LF,2008-Q2,3.466667,
DNK,HUR,TOT,PC_LF,2008-Q3,3.766667,
DNK,HUR,TOT,PC_LF,2008-Q4,4.133333,
DNK,HUR,TOT,PC_LF,2009-Q1,5.266667,
DNK,HUR,TOT,PC_LF,2009-Q2,6.533333,
DNK,HUR,TOT,PC_LF,2009-Q3,6.7,
DNK,HUR,TOT,PC_LF,2009-Q4,7.266667,
DNK,HUR,TOT,PC_LF,2010-Q1,7.666667,
DNK,HUR,TOT,PC_LF,2010-Q2,7.766667,
DNK,HUR,TOT,PC_LF,2010-Q3,7.633333,
DNK,HUR,TOT,PC_LF,2010-Q4,7.933333,
DNK,HUR,TOT,PC_LF,2011-Q1,7.9,
DNK,HUR,TOT,PC_LF,2011-Q2,7.466667,
DNK,HUR,TOT,PC_LF,2011-Q3,7.6,
DNK,HUR,TOT,PC_LF,2011-Q4,8.066667,
DNK,HUR,TOT,PC_LF,2012-Q1,7.733333,
DNK,HUR,TOT,PC_LF,2012-Q2,8.233334,
DNK,HUR,TOT,PC_LF,2012-Q3,7.766667,
DNK,HUR,TOT,PC_LF,2012-Q4,7.433333,
DNK,HUR,TOT,PC_LF,2013-Q1,7.533333,
DNK,HUR,TOT,PC_LF,2013-Q2,7.466667,
DNK,HUR,TOT,PC_LF,2013-Q3,7.366667,
DNK,HUR,TOT,PC_LF,2013-Q4,7.1,
DNK,HUR,TOT,PC_LF,2014-Q1,7.033333,
DNK,HUR,TOT,PC_LF,2014-Q2,6.833333,
DNK,HUR,TOT,PC_LF,2014-Q3,6.933333,
DNK,HUR,TOT,PC_LF,2014-Q4,6.866667,
DNK,HUR,TOT,PC_LF,2015-Q1,6.366667,
DNK,HUR,TOT,PC_LF,2015-Q2,6.333333,
DNK,HUR,TOT,PC_LF,2015-Q3,6.233333,
DNK,HUR,TOT,PC_LF,2015-Q4,6.133333,
DNK,HUR,TOT,PC_LF,2016-Q1,5.966667,
DNK,HUR,TOT,PC_LF,2016-Q2,6.066667,
DNK,HUR,TOT,PC_LF,2016-Q3,6,
DNK,HUR,TOT,PC_LF,2016-Q4,5.9,
DNK,HUR,TOT,PC_LF,2017-Q1,6.1,
DNK,HUR,TOT,PC_LF,2017-Q2,5.866667,
DNK,HUR,TOT,PC_LF,2017-Q3,5.933333,
DNK,HUR,TOT,PC_LF,2017-Q4,5.4,
DNK,HUR,TOT,PC_LF,2018-Q1,5.2,
DNK,HUR,TOT,PC_LF,2018-Q2,5.133333,
DNK,HUR,TOT,PC_LF,2018-Q3,4.9,
DNK,HUR,TOT,PC_LF,2018-Q4,5.266667,
DNK,HUR,TOT,PC_LF,2019-Q1,5.166667,
DNK,HUR,TOT,PC_LF,2019-Q2,4.866667,
DNK,HUR,TOT,PC_LF,2019-Q3,4.866667,
DNK,HUR,TOT,PC_LF,2019-Q4,5.133333,
DNK,HUR,TOT,PC_LF,2020-Q1,4.933333,
DNK,HUR,TOT,PC_LF,2020-Q2,5.466667,
DNK,HUR,TOT,PC_LF,2020-Q3,6.2,
DNK,HUR,TOT,PC_LF,2020-Q4,5.933333,
DNK,HUR,TOT,PC_LF,2021-Q1,6.133333,
DNK,HUR,TOT,PC_LF,2021-Q2,4.966667,
DNK,HUR,TOT,PC_LF,2021-Q3,4.733333,
DNK,HUR,TOT,PC_LF,2021-Q4,4.533333,
DNK,HUR,TOT,PC_LF,2022-Q1,4.4,
DNK,HUR,TOT,PC_LF,2022-Q2,4.166667,
DNK,HUR,TOT,PC_LF,2022-Q3,4.533333,
FIN,HUR,TOT,PC_LF,1988-Q1,4.633333,
FIN,HUR,TOT,PC_LF,1988-Q2,4.333333,
FIN,HUR,TOT,PC_LF,1988-Q3,4,
FIN,HUR,TOT,PC_LF,1988-Q4,3.7,
FIN,HUR,TOT,PC_LF,1989-Q1,3.5,
FIN,HUR,TOT,PC_LF,1989-Q2,3.1,
FIN,HUR,TOT,PC_LF,1989-Q3,2.9,
FIN,HUR,TOT,PC_LF,1989-Q4,2.9,
FIN,HUR,TOT,PC_LF,1990-Q1,3,
FIN,HUR,TOT,PC_LF,1990-Q2,2.933333,
FIN,HUR,TOT,PC_LF,1990-Q3,3.033333,
FIN,HUR,TOT,PC_LF,1990-Q4,3.7,
FIN,HUR,TOT,PC_LF,1991-Q1,4.633333,
FIN,HUR,TOT,PC_LF,1991-Q2,5.9,
FIN,HUR,TOT,PC_LF,1991-Q3,7.466667,
FIN,HUR,TOT,PC_LF,1991-Q4,8.733334,
FIN,HUR,TOT,PC_LF,1992-Q1,9.866667,
FIN,HUR,TOT,PC_LF,1992-Q2,11.03333,
FIN,HUR,TOT,PC_LF,1992-Q3,12.6,
FIN,HUR,TOT,PC_LF,1992-Q4,13.6,
FIN,HUR,TOT,PC_LF,1993-Q1,14.7,
FIN,HUR,TOT,PC_LF,1993-Q2,16.06667,
FIN,HUR,TOT,PC_LF,1993-Q3,17.06667,
FIN,HUR,TOT,PC_LF,1993-Q4,17.53333,
FIN,HUR,TOT,PC_LF,1994-Q1,17,
FIN,HUR,TOT,PC_LF,1994-Q2,17.06667,
FIN,HUR,TOT,PC_LF,1994-Q3,16.53333,
FIN,HUR,TOT,PC_LF,1994-Q4,15.7,
FIN,HUR,TOT,PC_LF,1995-Q1,15.1,
FIN,HUR,TOT,PC_LF,1995-Q2,14.83333,
FIN,HUR,TOT,PC_LF,1995-Q3,15,
FIN,HUR,TOT,PC_LF,1995-Q4,15.2,
FIN,HUR,TOT,PC_LF,1996-Q1,14.73333,
FIN,HUR,TOT,PC_LF,1996-Q2,14.4,
FIN,HUR,TOT,PC_LF,1996-Q3,14.86667,
FIN,HUR,TOT,PC_LF,1996-Q4,14.2,
FIN,HUR,TOT,PC_LF,1997-Q1,13.4,
FIN,HUR,TOT,PC_LF,1997-Q2,12.96667,
FIN,HUR,TOT,PC_LF,1997-Q3,12.33333,
FIN,HUR,TOT,PC_LF,1997-Q4,12,
FIN,HUR,TOT,PC_LF,1998-Q1,11.73333,
FIN,HUR,TOT,PC_LF,1998-Q2,11.66667,
FIN,HUR,TOT,PC_LF,1998-Q3,11.26667,
FIN,HUR,TOT,PC_LF,1998-Q4,10.83333,
FIN,HUR,TOT,PC_LF,1999-Q1,10.6,
FIN,HUR,TOT,PC_LF,1999-Q2,10.33333,
FIN,HUR,TOT,PC_LF,1999-Q3,10.1,
FIN,HUR,TOT,PC_LF,1999-Q4,10.1,
FIN,HUR,TOT,PC_LF,2000-Q1,10.16667,
FIN,HUR,TOT,PC_LF,2000-Q2,9.8,
FIN,HUR,TOT,PC_LF,2000-Q3,9.6,
FIN,HUR,TOT,PC_LF,2000-Q4,9.4,
FIN,HUR,TOT,PC_LF,2001-Q1,9.266666,
FIN,HUR,TOT,PC_LF,2001-Q2,9.1,
FIN,HUR,TOT,PC_LF,2001-Q3,9.066667,
FIN,HUR,TOT,PC_LF,2001-Q4,9.1,
FIN,HUR,TOT,PC_LF,2002-Q1,9.1,
FIN,HUR,TOT,PC_LF,2002-Q2,9.133333,
FIN,HUR,TOT,PC_LF,2002-Q3,9.1,
FIN,HUR,TOT,PC_LF,2002-Q4,9,
FIN,HUR,TOT,PC_LF,2003-Q1,8.966666,
FIN,HUR,TOT,PC_LF,2003-Q2,9.3,
FIN,HUR,TOT,PC_LF,2003-Q3,8.9,
FIN,HUR,TOT,PC_LF,2003-Q4,8.966666,
FIN,HUR,TOT,PC_LF,2004-Q1,8.866667,
FIN,HUR,TOT,PC_LF,2004-Q2,9.2,
FIN,HUR,TOT,PC_LF,2004-Q3,8.633333,
FIN,HUR,TOT,PC_LF,2004-Q4,8.566667,
FIN,HUR,TOT,PC_LF,2005-Q1,8.7,
FIN,HUR,TOT,PC_LF,2005-Q2,8.433333,
FIN,HUR,TOT,PC_LF,2005-Q3,8.133333,
FIN,HUR,TOT,PC_LF,2005-Q4,8.233334,
FIN,HUR,TOT,PC_LF,2006-Q1,8,
FIN,HUR,TOT,PC_LF,2006-Q2,7.766667,
FIN,HUR,TOT,PC_LF,2006-Q3,7.633333,
FIN,HUR,TOT,PC_LF,2006-Q4,7.366667,
FIN,HUR,TOT,PC_LF,2007-Q1,7.166667,
FIN,HUR,TOT,PC_LF,2007-Q2,6.666667,
FIN,HUR,TOT,PC_LF,2007-Q3,6.9,
FIN,HUR,TOT,PC_LF,2007-Q4,6.633333,
FIN,HUR,TOT,PC_LF,2008-Q1,6.333333,
FIN,HUR,TOT,PC_LF,2008-Q2,6.166667,
FIN,HUR,TOT,PC_LF,2008-Q3,6.4,
FIN,HUR,TOT,PC_LF,2008-Q4,6.566667,B
FIN,HUR,TOT,PC_LF,2009-Q1,7.366667,
FIN,HUR,TOT,PC_LF,2009-Q2,8.533334,
FIN,HUR,TOT,PC_LF,2009-Q3,8.566667,
FIN,HUR,TOT,PC_LF,2009-Q4,9.066667,
FIN,HUR,TOT,PC_LF,2010-Q1,8.966666,
FIN,HUR,TOT,PC_LF,2010-Q2,8.533334,
FIN,HUR,TOT,PC_LF,2010-Q3,8.4,
FIN,HUR,TOT,PC_LF,2010-Q4,8.333333,
FIN,HUR,TOT,PC_LF,2011-Q1,8.433333,
FIN,HUR,TOT,PC_LF,2011-Q2,7.866667,
FIN,HUR,TOT,PC_LF,2011-Q3,7.866667,
FIN,HUR,TOT,PC_LF,2011-Q4,7.7,
FIN,HUR,TOT,PC_LF,2012-Q1,7.733333,
FIN,HUR,TOT,PC_LF,2012-Q2,7.666667,
FIN,HUR,TOT,PC_LF,2012-Q3,8.066667,
FIN,HUR,TOT,PC_LF,2012-Q4,7.866667,
FIN,HUR,TOT,PC_LF,2013-Q1,8.433333,
FIN,HUR,TOT,PC_LF,2013-Q2,8.066667,
FIN,HUR,TOT,PC_LF,2013-Q3,8.133333,
FIN,HUR,TOT,PC_LF,2013-Q4,8.5,
FIN,HUR,TOT,PC_LF,2014-Q1,8.7,
FIN,HUR,TOT,PC_LF,2014-Q2,8.633333,
FIN,HUR,TOT,PC_LF,2014-Q3,8.533334,
FIN,HUR,TOT,PC_LF,2014-Q4,9.2,
FIN,HUR,TOT,PC_LF,2015-Q1,9.3,
FIN,HUR,TOT,PC_LF,2015-Q2,9.566667,
FIN,HUR,TOT,PC_LF,2015-Q3,9.433333,
FIN,HUR,TOT,PC_LF,2015-Q4,9.5,
FIN,HUR,TOT,PC_LF,2016-Q1,9.2,
FIN,HUR,TOT,PC_LF,2016-Q2,8.933333,
FIN,HUR,TOT,PC_LF,2016-Q3,8.6,
FIN,HUR,TOT,PC_LF,2016-Q4,8.933333,
FIN,HUR,TOT,PC_LF,2017-Q1,8.933333,
FIN,HUR,TOT,PC_LF,2017-Q2,9.033334,
FIN,HUR,TOT,PC_LF,2017-Q3,8.566667,
FIN,HUR,TOT,PC_LF,2017-Q4,8.366667,
FIN,HUR,TOT,PC_LF,2018-Q1,8.4,
FIN,HUR,TOT,PC_LF,2018-Q2,7.333333,
FIN,HUR,TOT,PC_LF,2018-Q3,7.2,
FIN,HUR,TOT,PC_LF,2018-Q4,6.733333,
FIN,HUR,TOT,PC_LF,2019-Q1,6.733333,
FIN,HUR,TOT,PC_LF,2019-Q2,6.733333,
FIN,HUR,TOT,PC_LF,2019-Q3,6.7,
FIN,HUR,TOT,PC_LF,2019-Q4,6.8,
FIN,HUR,TOT,PC_LF,2020-Q1,6.766667,
FIN,HUR,TOT,PC_LF,2020-Q2,7.8,
FIN,HUR,TOT,PC_LF,2020-Q3,8.366667,
FIN,HUR,TOT,PC_LF,2020-Q4,8.166667,
FIN,HUR,TOT,PC_LF,2021-Q1,8.066667,
FIN,HUR,TOT,PC_LF,2021-Q2,8.133333,
FIN,HUR,TOT,PC_LF,2021-Q3,7.366667,
FIN,HUR,TOT,PC_LF,2021-Q4,6.9,
FIN,HUR,TOT,PC_LF,2022-Q1,6.7,
FIN,HUR,TOT,PC_LF,2022-Q2,6.433333,
FIN,HUR,TOT,PC_LF,2022-Q3,7.166667,
FRA,HUR,TOT,PC_LF,1983-Q1,8.1,
FRA,HUR,TOT,PC_LF,1983-Q2,8.533334,
FRA,HUR,TOT,PC_LF,1983-Q3,9,
FRA,HUR,TOT,PC_LF,1983-Q4,9.4,
FRA,HUR,TOT,PC_LF,1984-Q1,9.7,
FRA,HUR,TOT,PC_LF,1984-Q2,9.933333,
FRA,HUR,TOT,PC_LF,1984-Q3,10.2,
FRA,HUR,TOT,PC_LF,1984-Q4,10.43333,
FRA,HUR,TOT,PC_LF,1985-Q1,10.4,
FRA,HUR,TOT,PC_LF,1985-Q2,10.4,
FRA,HUR,TOT,PC_LF,1985-Q3,10.4,
FRA,HUR,TOT,PC_LF,1985-Q4,10.46667,
FRA,HUR,TOT,PC_LF,1986-Q1,10.36667,
FRA,HUR,TOT,PC_LF,1986-Q2,10.46667,
FRA,HUR,TOT,PC_LF,1986-Q3,10.63333,
FRA,HUR,TOT,PC_LF,1986-Q4,10.83333,
FRA,HUR,TOT,PC_LF,1987-Q1,10.8,
FRA,HUR,TOT,PC_LF,1987-Q2,10.66667,
FRA,HUR,TOT,PC_LF,1987-Q3,10.56667,
FRA,HUR,TOT,PC_LF,1987-Q4,10.5,
FRA,HUR,TOT,PC_LF,1988-Q1,10.26667,
FRA,HUR,TOT,PC_LF,1988-Q2,10.13333,
FRA,HUR,TOT,PC_LF,1988-Q3,10,
FRA,HUR,TOT,PC_LF,1988-Q4,9.9,
FRA,HUR,TOT,PC_LF,1989-Q1,9.733334,
FRA,HUR,TOT,PC_LF,1989-Q2,9.666667,
FRA,HUR,TOT,PC_LF,1989-Q3,9.6,
FRA,HUR,TOT,PC_LF,1989-Q4,9.6,
FRA,HUR,TOT,PC_LF,1990-Q1,9.5,
FRA,HUR,TOT,PC_LF,1990-Q2,9.4,
FRA,HUR,TOT,PC_LF,1990-Q3,9.3,
FRA,HUR,TOT,PC_LF,1990-Q4,9.3,
FRA,HUR,TOT,PC_LF,1991-Q1,9.266666,
FRA,HUR,TOT,PC_LF,1991-Q2,9.433333,
FRA,HUR,TOT,PC_LF,1991-Q3,9.7,
FRA,HUR,TOT,PC_LF,1991-Q4,10,
FRA,HUR,TOT,PC_LF,1992-Q1,10.26667,
FRA,HUR,TOT,PC_LF,1992-Q2,10.5,
FRA,HUR,TOT,PC_LF,1992-Q3,10.8,
FRA,HUR,TOT,PC_LF,1992-Q4,11,
FRA,HUR,TOT,PC_LF,1993-Q1,11.3,
FRA,HUR,TOT,PC_LF,1993-Q2,11.7,
FRA,HUR,TOT,PC_LF,1993-Q3,12.03333,
FRA,HUR,TOT,PC_LF,1993-Q4,12.36667,
FRA,HUR,TOT,PC_LF,1994-Q1,12.5,
FRA,HUR,TOT,PC_LF,1994-Q2,12.4,
FRA,HUR,TOT,PC_LF,1994-Q3,12.2,
FRA,HUR,TOT,PC_LF,1994-Q4,12,
FRA,HUR,TOT,PC_LF,1995-Q1,11.8,
FRA,HUR,TOT,PC_LF,1995-Q2,11.86667,
FRA,HUR,TOT,PC_LF,1995-Q3,12,
FRA,HUR,TOT,PC_LF,1995-Q4,12.16667,
FRA,HUR,TOT,PC_LF,1996-Q1,12.3,
FRA,HUR,TOT,PC_LF,1996-Q2,12.36667,
FRA,HUR,TOT,PC_LF,1996-Q3,12.43333,
FRA,HUR,TOT,PC_LF,1996-Q4,12.5,
FRA,HUR,TOT,PC_LF,1997-Q1,12.5,
FRA,HUR,TOT,PC_LF,1997-Q2,12.4,
FRA,HUR,TOT,PC_LF,1997-Q3,12.33333,
FRA,HUR,TOT,PC_LF,1997-Q4,12.16667,
FRA,HUR,TOT,PC_LF,1998-Q1,12.03333,
FRA,HUR,TOT,PC_LF,1998-Q2,12.06667,
FRA,HUR,TOT,PC_LF,1998-Q3,12.1,
FRA,HUR,TOT,PC_LF,1998-Q4,12,
FRA,HUR,TOT,PC_LF,1999-Q1,11.93333,
FRA,HUR,TOT,PC_LF,1999-Q2,11.53333,
FRA,HUR,TOT,PC_LF,1999-Q3,11.13333,
FRA,HUR,TOT,PC_LF,1999-Q4,10.66667,
FRA,HUR,TOT,PC_LF,2000-Q1,10.23333,
FRA,HUR,TOT,PC_LF,2000-Q2,9.7,
FRA,HUR,TOT,PC_LF,2000-Q3,9.266666,
FRA,HUR,TOT,PC_LF,2000-Q4,8.9,
FRA,HUR,TOT,PC_LF,2001-Q1,8.7,
FRA,HUR,TOT,PC_LF,2001-Q2,8.733334,
FRA,HUR,TOT,PC_LF,2001-Q3,8.8,
FRA,HUR,TOT,PC_LF,2001-Q4,8.8,
FRA,HUR,TOT,PC_LF,2002-Q1,8.766666,
FRA,HUR,TOT,PC_LF,2002-Q2,8.633333,
FRA,HUR,TOT,PC_LF,2002-Q3,8.6,
FRA,HUR,TOT,PC_LF,2002-Q4,8.566667,B
FRA,HUR,TOT,PC_LF,2003-Q1,8.3,
FRA,HUR,TOT,PC_LF,2003-Q2,8.5,
FRA,HUR,TOT,PC_LF,2003-Q3,8.433333,
FRA,HUR,TOT,PC_LF,2003-Q4,8.833333,
FRA,HUR,TOT,PC_LF,2004-Q1,8.933333,
FRA,HUR,TOT,PC_LF,2004-Q2,8.8,
FRA,HUR,TOT,PC_LF,2004-Q3,8.833333,
FRA,HUR,TOT,PC_LF,2004-Q4,8.933333,
FRA,HUR,TOT,PC_LF,2005-Q1,8.633333,
FRA,HUR,TOT,PC_LF,2005-Q2,8.8,
FRA,HUR,TOT,PC_LF,2005-Q3,8.966666,
FRA,HUR,TOT,PC_LF,2005-Q4,9.1,
FRA,HUR,TOT,PC_LF,2006-Q1,9.166667,
FRA,HUR,TOT,PC_LF,2006-Q2,8.933333,
FRA,HUR,TOT,PC_LF,2006-Q3,8.933333,
FRA,HUR,TOT,PC_LF,2006-Q4,8.366667,
FRA,HUR,TOT,PC_LF,2007-Q1,8.466666,
FRA,HUR,TOT,PC_LF,2007-Q2,8.133333,
FRA,HUR,TOT,PC_LF,2007-Q3,8,
FRA,HUR,TOT,PC_LF,2007-Q4,7.5,
FRA,HUR,TOT,PC_LF,2008-Q1,7.133333,
FRA,HUR,TOT,PC_LF,2008-Q2,7.366667,
FRA,HUR,TOT,PC_LF,2008-Q3,7.5,
FRA,HUR,TOT,PC_LF,2008-Q4,7.766667,
FRA,HUR,TOT,PC_LF,2009-Q1,8.566667,
FRA,HUR,TOT,PC_LF,2009-Q2,9.166667,
FRA,HUR,TOT,PC_LF,2009-Q3,9.2,
FRA,HUR,TOT,PC_LF,2009-Q4,9.533334,
FRA,HUR,TOT,PC_LF,2010-Q1,9.4,
FRA,HUR,TOT,PC_LF,2010-Q2,9.266666,
FRA,HUR,TOT,PC_LF,2010-Q3,9.2,
FRA,HUR,TOT,PC_LF,2010-Q4,9.2,
FRA,HUR,TOT,PC_LF,2011-Q1,9.166667,
FRA,HUR,TOT,PC_LF,2011-Q2,9.1,
FRA,HUR,TOT,PC_LF,2011-Q3,9.2,
FRA,HUR,TOT,PC_LF,2011-Q4,9.366667,
FRA,HUR,TOT,PC_LF,2012-Q1,9.533334,
FRA,HUR,TOT,PC_LF,2012-Q2,9.7,
FRA,HUR,TOT,PC_LF,2012-Q3,9.666667,
FRA,HUR,TOT,PC_LF,2012-Q4,10.2,
FRA,HUR,TOT,PC_LF,2013-Q1,10.4,
FRA,HUR,TOT,PC_LF,2013-Q2,10.43333,
FRA,HUR,TOT,PC_LF,2013-Q3,10.2,
FRA,HUR,TOT,PC_LF,2013-Q4,10.16667,
FRA,HUR,TOT,PC_LF,2014-Q1,10.2,
FRA,HUR,TOT,PC_LF,2014-Q2,10.16667,
FRA,HUR,TOT,PC_LF,2014-Q3,10.23333,
FRA,HUR,TOT,PC_LF,2014-Q4,10.5,
FRA,HUR,TOT,PC_LF,2015-Q1,10.36667,
FRA,HUR,TOT,PC_LF,2015-Q2,10.43333,
FRA,HUR,TOT,PC_LF,2015-Q3,10.3,
FRA,HUR,TOT,PC_LF,2015-Q4,10.3,
FRA,HUR,TOT,PC_LF,2016-Q1,10.3,
FRA,HUR,TOT,PC_LF,2016-Q2,10.03333,
FRA,HUR,TOT,PC_LF,2016-Q3,9.866667,
FRA,HUR,TOT,PC_LF,2016-Q4,10.06667,
FRA,HUR,TOT,PC_LF,2017-Q1,9.633333,
FRA,HUR,TOT,PC_LF,2017-Q2,9.533334,
FRA,HUR,TOT,PC_LF,2017-Q3,9.466666,
FRA,HUR,TOT,PC_LF,2017-Q4,9.033334,
FRA,HUR,TOT,PC_LF,2018-Q1,9.266666,
FRA,HUR,TOT,PC_LF,2018-Q2,9.166667,
FRA,HUR,TOT,PC_LF,2018-Q3,8.866667,
FRA,HUR,TOT,PC_LF,2018-Q4,8.8,
FRA,HUR,TOT,PC_LF,2019-Q1,8.733334,
FRA,HUR,TOT,PC_LF,2019-Q2,8.533334,
FRA,HUR,TOT,PC_LF,2019-Q3,8.2,
FRA,HUR,TOT,PC_LF,2019-Q4,8.2,
FRA,HUR,TOT,PC_LF,2020-Q1,7.833333,
FRA,HUR,TOT,PC_LF,2020-Q2,7.366667,
FRA,HUR,TOT,PC_LF,2020-Q3,8.833333,
FRA,HUR,TOT,PC_LF,2020-Q4,8.1,
FRA,HUR,TOT,PC_LF,2021-Q1,8.133333,
FRA,HUR,TOT,PC_LF,2021-Q2,8.1,
FRA,HUR,TOT,PC_LF,2021-Q3,7.8,
FRA,HUR,TOT,PC_LF,2021-Q4,7.466667,
FRA,HUR,TOT,PC_LF,2022-Q1,7.333333,
FRA,HUR,TOT,PC_LF,2022-Q2,7.566667,
FRA,HUR,TOT,PC_LF,2022-Q3,7.2,
DEU,HUR,TOT,PC_LF,1991-Q1,5.233333,
DEU,HUR,TOT,PC_LF,1991-Q2,5.333333,
DEU,HUR,TOT,PC_LF,1991-Q3,5.6,
DEU,HUR,TOT,PC_LF,1991-Q4,5.9,
DEU,HUR,TOT,PC_LF,1992-Q1,6.1,
DEU,HUR,TOT,PC_LF,1992-Q2,6.4,
DEU,HUR,TOT,PC_LF,1992-Q3,6.766667,
DEU,HUR,TOT,PC_LF,1992-Q4,7.1,
DEU,HUR,TOT,PC_LF,1993-Q1,7.4,
DEU,HUR,TOT,PC_LF,1993-Q2,7.6,
DEU,HUR,TOT,PC_LF,1993-Q3,7.9,
DEU,HUR,TOT,PC_LF,1993-Q4,8.2,
DEU,HUR,TOT,PC_LF,1994-Q1,8.466666,
DEU,HUR,TOT,PC_LF,1994-Q2,8.533334,
DEU,HUR,TOT,PC_LF,1994-Q3,8.433333,
DEU,HUR,TOT,PC_LF,1994-Q4,8.266666,
DEU,HUR,TOT,PC_LF,1995-Q1,8.133333,
DEU,HUR,TOT,PC_LF,1995-Q2,8.1,
DEU,HUR,TOT,PC_LF,1995-Q3,8.266666,
DEU,HUR,TOT,PC_LF,1995-Q4,8.433333,
DEU,HUR,TOT,PC_LF,1996-Q1,8.566667,
DEU,HUR,TOT,PC_LF,1996-Q2,8.766666,
DEU,HUR,TOT,PC_LF,1996-Q3,9,
DEU,HUR,TOT,PC_LF,1996-Q4,9.3,
DEU,HUR,TOT,PC_LF,1997-Q1,9.533334,
DEU,HUR,TOT,PC_LF,1997-Q2,9.7,
DEU,HUR,TOT,PC_LF,1997-Q3,9.7,
DEU,HUR,TOT,PC_LF,1997-Q4,9.7,
DEU,HUR,TOT,PC_LF,1998-Q1,9.666667,
DEU,HUR,TOT,PC_LF,1998-Q2,9.5,
DEU,HUR,TOT,PC_LF,1998-Q3,9.3,
DEU,HUR,TOT,PC_LF,1998-Q4,9.066667,
DEU,HUR,TOT,PC_LF,1999-Q1,8.833333,
DEU,HUR,TOT,PC_LF,1999-Q2,8.633333,
